promotion_id,campaign_name,promo_type,discount_value,min_order_value,start_date,end_date,campaign_duration_days,target_segment,campaign_channel,campaign_objective,target_category,expected_response_rate,budget_allocated,cost_per_acquisition
807,Reactivation_Fixed_Amount_807,Fixed_Amount,81.22,12.93,2025-06-30 02:17:41.192388,2025-08-03 02:17:41.192388,34,High_Value,In_App,Reactivation,Clothing,0.161,15229.18,42.61
808,Upsell_Percentage_Discount_808,Percentage_Discount,23.2,0.0,2024-09-30 09:36:20.869431,2024-10-04 09:36:20.869431,4,High_Value,Email,Upsell,Home,0.054,17366.61,24.1
809,Retention_Fixed_Amount_809,Fixed_Amount,41.64,63.15,2025-06-02 08:00:34.799481,2025-06-12 08:00:34.799481,10,High_Value,In_App,Retention,Home,0.217,12578.55,11.38
810,Retention_BOGO_810,BOGO,0.0,27.15,2025-01-21 18:51:01.579334,2025-02-06 18:51:01.579334,16,High_Value,In_App,Retention,,0.104,37348.77,22.59
811,Retention_BOGO_811,BOGO,0.0,14.62,2024-09-16 21:09:48.441188,2024-10-06 21:09:48.441188,20,Low_Value,Website_Banner,Retention,Books,0.149,6493.65,6.0
812,Upsell_Fixed_Amount_812,Fixed_Amount,95.13,29.35,2025-09-18 04:57:09.979697,2025-09-29 04:57:09.979697,11,New_Customer,Push,Upsell,,0.146,36219.65,12.77
813,Upsell_Percentage_Discount_813,Percentage_Discount,30.7,1.74,2025-05-19 21:39:47.737026,2025-06-06 21:39:47.737026,18,All_Customers,Social,Upsell,Books,0.16,45818.61,10.73
814,Acquisition_BOGO_814,BOGO,0.0,0.0,2025-01-11 14:40:45.842476,2025-01-28 14:40:45.842476,17,All_Customers,Social,Acquisition,,0.081,39626.2,34.9
815,Retention_Percentage_Discount_815,Percentage_Discount,7.6,17.02,2025-01-25 10:30:27.658097,2025-02-07 10:30:27.658097,13,Low_Value,SMS,Retention,,0.068,10606.41,29.81
816,Acquisition_BOGO_816,BOGO,0.0,21.26,2024-08-11 04:31:35.391625,2024-08-27 04:31:35.391625,16,All_Customers,Website_Banner,Acquisition,,0.154,23084.25,23.84
817,Upsell_BOGO_817,BOGO,0.0,0.0,2025-08-15 04:48:49.038607,2025-08-20 04:48:49.038607,5,All_Customers,SMS,Upsell,Electronics,0.091,14580.5,48.79
818,Reactivation_BOGO_818,BOGO,0.0,92.48,2024-09-15 17:06:51.509127,2024-10-19 17:06:51.509127,34,Medium_Value,Social,Reactivation,,0.104,47071.68,45.35
819,Reactivation_Percentage_Discount_819,Percentage_Discount,6.2,13.07,2024-07-07 09:03:29.904644,2024-08-11 09:03:29.904644,35,Lapsed,Social,Reactivation,,0.231,26666.1,12.31
820,Upsell_Percentage_Discount_820,Percentage_Discount,16.3,7.09,2024-11-07 23:15:34.836987,2024-11-18 23:15:34.836987,11,High_Value,In_App,Upsell,Clothing,0.161,49308.22,11.66
821,Upsell_BOGO_821,BOGO,0.0,0.13,2024-11-06 00:04:42.573650,2024-11-23 00:04:42.573650,17,Low_Value,Social,Upsell,Beauty,0.154,8697.45,29.27
822,Cross_Sell_BOGO_822,BOGO,0.0,72.32,2025-04-01 09:34:34.163418,2025-04-10 09:34:34.163418,9,New_Customer,Email,Cross_Sell,Electronics,0.166,35528.06,10.99
823,Upsell_Free_Shipping_823,Free_Shipping,0.0,34.34,2025-01-26 23:58:03.125968,2025-02-10 23:58:03.125968,15,High_Value,SMS,Upsell,Clothing,0.217,28556.95,42.32
824,Reactivation_Free_Shipping_824,Free_Shipping,0.0,99.32,2024-07-29 19:54:10.513124,2024-08-23 19:54:10.513124,25,New_Customer,Social,Reactivation,,0.2,1900.84,10.92
825,Reactivation_Percentage_Discount_825,Percentage_Discount,36.5,42.54,2024-10-10 10:40:13.336144,2024-11-29 10:40:13.336144,50,All_Customers,SMS,Reactivation,Electronics,0.109,11609.32,37.52
826,Retention_Free_Shipping_826,Free_Shipping,0.0,6.0,2025-01-05 04:56:31.332394,2025-01-20 04:56:31.332394,15,All_Customers,SMS,Retention,Beauty,0.183,17677.52,33.28
827,Cross_Sell_Fixed_Amount_827,Fixed_Amount,37.27,18.7,2025-04-18 10:56:53.627823,2025-04-29 10:56:53.627823,11,Lapsed,Push,Cross_Sell,Sports,0.1,16051.83,7.72
828,Acquisition_Percentage_Discount_828,Percentage_Discount,8.2,0.0,2025-01-10 05:07:17.376041,2025-03-08 05:07:17.376041,57,Low_Value,Email,Acquisition,,0.114,23506.76,25.8
829,Retention_Fixed_Amount_829,Fixed_Amount,90.99,56.62,2025-03-25 10:26:53.467167,2025-03-29 10:26:53.467167,4,New_Customer,In_App,Retention,Books,0.16,44025.19,40.56
830,Retention_Percentage_Discount_830,Percentage_Discount,35.1,37.05,2025-06-11 11:49:50.604969,2025-06-23 11:49:50.604969,12,High_Value,SMS,Retention,,0.12,49933.29,8.36
831,Upsell_Percentage_Discount_831,Percentage_Discount,16.9,37.55,2025-06-01 02:08:05.938869,2025-06-20 02:08:05.938869,19,High_Value,Social,Upsell,,0.173,46402.45,30.82
832,Upsell_Fixed_Amount_832,Fixed_Amount,82.66,1.25,2024-10-02 08:05:15.437362,2024-10-23 08:05:15.437362,21,Low_Value,Website_Banner,Upsell,Electronics,0.132,35906.23,48.93
833,Upsell_BOGO_833,BOGO,0.0,0.0,2025-01-23 12:52:14.371864,2025-02-07 12:52:14.371864,15,All_Customers,Website_Banner,Upsell,,0.194,3723.17,32.54
834,Acquisition_Fixed_Amount_834,Fixed_Amount,98.17,0.0,2025-01-28 01:41:39.248953,2025-03-17 01:41:39.248953,48,New_Customer,Social,Acquisition,,0.146,34222.25,8.66
835,Acquisition_BOGO_835,BOGO,0.0,11.85,2024-10-09 12:45:58.433486,2024-11-03 12:45:58.433486,25,All_Customers,Website_Banner,Acquisition,Electronics,0.227,27030.64,10.11
836,Reactivation_Fixed_Amount_836,Fixed_Amount,75.69,73.66,2025-07-10 02:27:01.667144,2025-05-16 02:27:01.667144,55,New_Customer,Push,Reactivation,Beauty,0.212,26745.93,28.37
837,Upsell_Free_Shipping_837,Free_Shipping,0.0,0.0,2024-12-20 10:31:31.676622,2025-01-07 10:31:31.676622,18,High_Value,SMS,Upsell,Sports,0.139,16216.39,26.68
838,Retention_Free_Shipping_838,Free_Shipping,0.0,71.68,2025-02-21 18:43:01.187712,2025-03-05 18:43:01.187712,12,All_Customers,Social,Retention,Home,0.141,2093.27,44.0
839,Cross_Sell_Free_Shipping_839,Free_Shipping,0.0,0.0,2025-06-22 08:03:55.527707,2025-07-06 08:03:55.527707,14,Lapsed,Social,Cross_Sell,,0.101,26600.22,18.62
840,Retention_BOGO_840,BOGO,0.0,49.2,2024-10-11 02:49:19.002163,2024-10-16 02:49:19.002163,5,Low_Value,In_App,Retention,,0.055,46232.81,31.68
841,Acquisition_Free_Shipping_841,Free_Shipping,0.0,69.74,2025-07-29 13:44:45.835531,2025-08-29 13:44:45.835531,31,Lapsed,Push,Acquisition,Books,0.054,2849.77,12.63
842,Retention_Free_Shipping_842,Free_Shipping,0.0,0.0,2025-06-19 12:21:21.858405,2025-06-25 12:21:21.858405,6,Lapsed,In_App,Retention,,0.192,29425.14,6.5
843,Upsell_Percentage_Discount_843,Percentage_Discount,47.3,0.0,2025-02-28 00:54:01.923862,2025-03-14 00:54:01.923862,14,High_Value,SMS,Upsell,,0.176,9748.06,36.19
844,Acquisition_BOGO_844,BOGO,0.0,92.85,2025-04-21 21:22:34.578595,2025-06-09 21:22:34.578595,49,High_Value,Social,Acquisition,,0.177,46825.38,25.59
845,Retention_Fixed_Amount_845,Fixed_Amount,18.57,0.0,2025-04-10 09:42:05.905554,2025-04-16 09:42:05.905554,6,Medium_Value,Website_Banner,Retention,,0.073,15185.65,45.51
846,Acquisition_BOGO_846,BOGO,0.0,0.0,2024-08-28 15:10:08.278124,2024-10-13 15:10:08.278124,46,New_Customer,SMS,Acquisition,,0.057,31965.73,39.91
847,Upsell_Fixed_Amount_847,Fixed_Amount,55.15,68.46,2024-12-18 01:40:15.429549,2024-12-26 01:40:15.429549,8,Low_Value,Push,Upsell,,0.088,31522.45,47.02
848,Retention_BOGO_848,BOGO,0.0,,2025-06-30 08:42:06.995237,2025-07-04 08:42:06.995237,4,Lapsed,Website_Banner,Retention,,0.142,29146.54,15.24
849,Cross_Sell_Fixed_Amount_849,Fixed_Amount,22.23,3.62,2025-09-07 15:37:45.061620,2025-09-28 15:37:45.061620,21,High_Value,Email,Cross_Sell,Home,0.071,37184.23,44.78
850,Acquisition_Fixed_Amount_850,Fixed_Amount,37.99,78.47,2024-12-10 01:06:27.883755,2024-12-26 01:06:27.883755,16,Low_Value,Social,Acquisition,,0.064,11513.64,18.2
851,Retention_Free_Shipping_851,Free_Shipping,0.0,31.43,2024-08-20 19:40:32.707805,2024-09-01 19:40:32.707805,12,New_Customer,SMS,Retention,Home,0.085,23873.0,17.45
852,Retention_Fixed_Amount_852,Fixed_Amount,73.96,82.29,2025-04-18 01:26:10.267733,2025-05-09 01:26:10.267733,21,All_Customers,In_App,Retention,,0.065,29524.32,48.29
853,Upsell_Fixed_Amount_853,Fixed_Amount,41.87,0.0,2024-11-14 23:24:42.461500,2024-12-04 23:24:42.461500,20,Lapsed,Website_Banner,Upsell,,0.182,42521.77,14.27
854,Reactivation_Free_Shipping_854,Free_Shipping,0.0,96.38,2024-07-12 08:33:09.098557,2024-08-18 08:33:09.098557,37,Low_Value,SMS,Reactivation,,0.169,16658.74,7.55
855,Upsell_Percentage_Discount_855,Percentage_Discount,21.2,3.38,2025-03-27 22:14:26.133602,2025-03-31 22:14:26.133602,4,High_Value,Social,Upsell,,0.098,24520.95,27.3
856,Reactivation_BOGO_856,BOGO,0.0,,2025-07-08 02:27:26.095099,2025-08-11 02:27:26.095099,34,New_Customer,In_App,Reactivation,Beauty,0.202,23046.69,6.84
857,Reactivation_Fixed_Amount_857,Fixed_Amount,24.26,0.0,2024-08-06 14:42:42.557617,2024-09-07 14:42:42.557617,32,New_Customer,SMS,Reactivation,Books,0.199,49453.44,12.91
858,Cross_Sell_Percentage_Discount_858,Percentage_Discount,16.9,94.23,2024-09-29 06:44:39.565660,2024-10-14 06:44:39.565660,15,New_Customer,Push,Cross_Sell,,0.064,37850.67,10.55
859,Cross_Sell_Fixed_Amount_859,Fixed_Amount,47.74,28.87,2024-08-23 00:31:15.078170,2024-09-09 00:31:15.078170,17,Low_Value,Website_Banner,Cross_Sell,Books,0.205,22513.37,5.5
860,Cross_Sell_Fixed_Amount_860,Fixed_Amount,79.12,0.0,2025-08-12 22:00:04.120432,2025-08-15 22:00:04.120432,3,Low_Value,SMS,Cross_Sell,Electronics,0.197,5968.51,34.61
861,Acquisition_Fixed_Amount_861,Fixed_Amount,79.58,25.22,2025-04-02 10:18:12.514326,2025-04-29 10:18:12.514326,27,All_Customers,Social,Acquisition,Electronics,0.114,14775.47,46.15
862,Cross_Sell_Free_Shipping_862,Free_Shipping,0.0,68.73,2024-08-09 02:34:22.416245,2024-08-29 02:34:22.416245,20,Low_Value,Website_Banner,Cross_Sell,Home,0.07,33214.14,12.59
863,Acquisition_Fixed_Amount_863,Fixed_Amount,88.37,44.54,2024-08-29 15:13:10.771126,2024-10-11 15:13:10.771126,43,Low_Value,Push,Acquisition,,0.06,2491.67,23.69
864,Upsell_Percentage_Discount_864,Percentage_Discount,10.1,78.47,2025-05-15 07:57:05.541450,2025-05-29 07:57:05.541450,14,Low_Value,Website_Banner,Upsell,,0.175,42464.49,17.63
865,Reactivation_Fixed_Amount_865,Fixed_Amount,12.38,2.33,2024-10-01 08:12:31.414124,2024-10-17 08:12:31.414124,16,Lapsed,SMS,Reactivation,Home,0.206,38931.71,5.16
866,Upsell_BOGO_866,BOGO,0.0,0.0,2025-08-06 01:38:23.433866,2025-08-21 01:38:23.433866,15,Medium_Value,Push,Upsell,Books,0.12,43417.51,8.71
867,Cross_Sell_Free_Shipping_867,Free_Shipping,0.0,12.37,2025-04-07 08:47:56.856668,2025-04-13 08:47:56.856668,6,Lapsed,Social,Cross_Sell,Sports,0.205,31693.26,41.75
868,Reactivation_Free_Shipping_868,Free_Shipping,0.0,0.0,2024-08-03 21:21:42.569375,2024-09-12 21:21:42.569375,40,New_Customer,Push,Reactivation,,0.091,48509.33,48.74
869,Acquisition_Free_Shipping_869,Free_Shipping,0.0,0.0,2024-08-13 21:35:03.283387,2024-09-02 21:35:03.283387,20,High_Value,Social,Acquisition,,0.14,23700.79,29.49
870,Retention_Free_Shipping_870,Free_Shipping,0.0,93.34,2025-09-08 07:19:10.162574,2025-09-11 07:19:10.162574,3,Low_Value,Social,Retention,Sports,0.064,17761.29,6.45
871,Acquisition_Fixed_Amount_871,Fixed_Amount,36.19,87.24,2024-08-17 15:18:26.917734,2024-09-22 15:18:26.917734,36,Medium_Value,Push,Acquisition,Sports,0.169,3137.31,18.89
872,Upsell_BOGO_872,BOGO,0.0,0.0,2024-07-24 04:17:48.967620,2024-08-04 04:17:48.967620,11,Low_Value,Email,Upsell,Sports,0.172,45986.74,25.34
873,Retention_Percentage_Discount_873,Percentage_Discount,23.4,20.64,2025-06-15 09:17:15.861719,2025-06-18 09:17:15.861719,3,High_Value,Website_Banner,Retention,,0.165,13078.49,24.11
874,Acquisition_BOGO_874,BOGO,0.0,0.0,2024-12-08 05:40:46.990276,2025-01-18 05:40:46.990276,41,Low_Value,Push,Acquisition,Clothing,0.116,20499.09,36.41
875,Reactivation_Fixed_Amount_875,Fixed_Amount,75.59,88.78,2024-11-08 23:27:46.169343,2024-12-21 23:27:46.169343,43,New_Customer,Social,Reactivation,,0.128,49961.54,44.24
876,Cross_Sell_Percentage_Discount_876,Percentage_Discount,46.0,46.46,2025-06-17 18:58:46.393785,2025-07-07 18:58:46.393785,20,High_Value,In_App,Cross_Sell,Electronics,0.15,16306.74,29.15
877,Retention_BOGO_877,BOGO,0.0,0.0,2024-07-23 21:49:33.325752,2024-07-10 21:49:33.325752,13,Medium_Value,In_App,Retention,,0.178,3349.06,22.54
878,Reactivation_Percentage_Discount_878,Percentage_Discount,48.9,0.0,2025-04-09 21:18:37.192851,2025-05-15 21:18:37.192851,36,Lapsed,In_App,Reactivation,Beauty,0.068,23587.56,43.48
879,Reactivation_Percentage_Discount_879,Percentage_Discount,13.7,24.17,2024-10-14 06:52:44.001562,2024-11-08 06:52:44.001562,25,High_Value,Website_Banner,Reactivation,Electronics,0.149,41272.84,46.16
880,Upsell_Fixed_Amount_880,Fixed_Amount,43.96,20.23,2025-07-31 21:27:27.550088,2025-08-08 21:27:27.550088,8,Medium_Value,Website_Banner,Upsell,,0.088,46786.18,21.47
881,Retention_BOGO_881,BOGO,0.0,7.75,2025-01-27 00:44:30.760306,2025-02-10 00:44:30.760306,14,Low_Value,Website_Banner,Retention,Sports,0.096,32921.14,41.91
882,Cross_Sell_Percentage_Discount_882,Percentage_Discount,32.6,7.75,2024-12-01 23:32:19.792599,2024-12-16 23:32:19.792599,15,New_Customer,Email,Cross_Sell,Sports,0.158,5504.87,26.83
883,Reactivation_BOGO_883,BOGO,0.0,21.92,2025-06-01 20:15:52.347637,2025-06-16 20:15:52.347637,15,Medium_Value,Social,Reactivation,,0.123,20792.35,43.5
884,Acquisition_Free_Shipping_884,Free_Shipping,0.0,56.51,2025-07-05 06:37:54.626889,2025-07-31 06:37:54.626889,26,Medium_Value,Push,Acquisition,,0.118,40681.14,25.28
885,Reactivation_Fixed_Amount_885,Fixed_Amount,58.45,0.0,2025-07-15 14:00:42.174376,2025-08-25 14:00:42.174376,41,Low_Value,Push,Reactivation,,0.233,35738.64,35.13
886,Acquisition_Percentage_Discount_886,Percentage_Discount,15.4,31.94,2025-08-07 12:02:42.066798,2025-09-29 12:02:42.066798,53,High_Value,In_App,Acquisition,,0.147,1368.33,19.14
887,Upsell_Percentage_Discount_887,Percentage_Discount,7.6,7.17,2024-10-12 04:49:00.280881,2024-10-31 04:49:00.280881,19,Medium_Value,In_App,Upsell,,0.221,5686.22,21.43
888,Cross_Sell_Percentage_Discount_888,Percentage_Discount,32.5,13.46,2024-09-08 23:36:32.766017,2024-09-17 23:36:32.766017,9,Medium_Value,Push,Cross_Sell,,0.08,10744.84,23.52
889,Reactivation_Free_Shipping_889,Free_Shipping,0.0,44.97,2025-05-13 18:35:11.896304,2025-06-17 18:35:11.896304,35,Low_Value,Email,Reactivation,,0.087,3921.58,30.92
890,Upsell_Fixed_Amount_890,Fixed_Amount,97.54,,2024-09-30 14:52:23.393588,2024-10-03 14:52:23.393588,3,New_Customer,Website_Banner,Upsell,Home,0.197,39044.04,31.21
891,Retention_BOGO_891,BOGO,0.0,78.82,2024-11-21 23:43:05.005824,2024-11-25 23:43:05.005824,4,All_Customers,Social,Retention,Books,0.193,2459.51,43.75
892,Retention_Percentage_Discount_892,Percentage_Discount,46.3,89.67,2025-05-11 15:26:21.313298,2025-05-28 15:26:21.313298,17,Medium_Value,Email,Retention,,0.24,46354.09,45.16
893,Retention_Fixed_Amount_893,Fixed_Amount,76.56,,2025-08-21 01:16:12.209503,2025-09-01 01:16:12.209503,11,Lapsed,In_App,Retention,Electronics,0.152,27470.24,36.97
894,Cross_Sell_Percentage_Discount_894,Percentage_Discount,36.8,28.79,2025-04-17 23:31:00.320752,2025-04-25 23:31:00.320752,8,Lapsed,SMS,Cross_Sell,Clothing,0.136,2094.46,16.89
895,Reactivation_Free_Shipping_895,Free_Shipping,0.0,0.0,2025-08-09 16:56:15.276696,2025-09-12 16:56:15.276696,34,New_Customer,Email,Reactivation,,0.119,26194.48,47.09
896,Retention_Fixed_Amount_896,Fixed_Amount,95.77,17.65,2025-02-26 11:10:22.190226,2025-03-05 11:10:22.190226,7,Lapsed,In_App,Retention,Beauty,0.058,33363.22,37.23
897,Retention_BOGO_897,BOGO,0.0,32.21,2024-12-25 16:12:37.671297,2025-01-04 16:12:37.671297,10,New_Customer,Push,Retention,,0.138,13497.11,28.49
898,Cross_Sell_Percentage_Discount_898,Percentage_Discount,47.6,0.0,2024-07-24 05:22:35.975977,2024-08-03 05:22:35.975977,10,Medium_Value,Push,Cross_Sell,Sports,0.146,2913.32,28.82
899,Cross_Sell_BOGO_899,BOGO,0.0,,2025-04-11 09:31:11.239740,2025-04-30 09:31:11.239740,19,New_Customer,Website_Banner,Cross_Sell,,0.241,37778.16,15.19
900,Retention_Percentage_Discount_900,Percentage_Discount,46.9,20.12,2024-07-31 22:25:57.357207,2024-08-10 22:25:57.357207,10,All_Customers,Push,Retention,,0.234,1420.26,38.92
901,Acquisition_BOGO_901,BOGO,0.0,0.0,2025-08-02 06:04:26.929467,2025-08-27 06:04:26.929467,25,Low_Value,SMS,Acquisition,Clothing,0.157,10233.34,16.39
902,Acquisition_BOGO_902,BOGO,0.0,67.71,2024-09-10 11:21:38.558108,2024-08-13 11:21:38.558108,28,All_Customers,Email,Acquisition,,0.206,43087.9,40.17
903,Upsell_Fixed_Amount_903,Fixed_Amount,49.76,74.75,2024-08-03 22:19:31.161364,2024-08-21 22:19:31.161364,18,Lapsed,SMS,Upsell,,0.149,42165.4,30.65
904,Reactivation_BOGO_904,BOGO,0.0,54.22,2024-10-27 00:12:40.039866,2024-12-12 00:12:40.039866,46,Low_Value,Push,Reactivation,Electronics,0.247,13763.87,7.28
905,Cross_Sell_BOGO_905,BOGO,0.0,54.86,2025-05-02 03:35:53.199084,2025-05-10 03:35:53.199084,8,Low_Value,In_App,Cross_Sell,,0.204,41405.86,45.71
906,Upsell_BOGO_906,BOGO,0.0,98.01,2025-04-24 20:26:18.817972,2025-05-12 20:26:18.817972,18,Low_Value,In_App,Upsell,,0.217,9796.31,27.7
907,Upsell_Fixed_Amount_907,Fixed_Amount,78.73,51.33,2024-08-28 10:20:49.182681,2024-09-02 10:20:49.182681,5,High_Value,SMS,Upsell,,0.147,9474.41,46.16
908,Reactivation_Free_Shipping_908,Free_Shipping,0.0,0.0,2025-08-26 17:15:52.111967,2025-10-01 17:15:52.111967,36,Medium_Value,Website_Banner,Reactivation,Beauty,0.066,12285.51,18.33
909,Cross_Sell_Free_Shipping_909,Free_Shipping,0.0,2.84,2025-07-15 04:02:21.355496,2025-07-20 04:02:21.355496,5,Low_Value,SMS,Cross_Sell,,0.132,26411.42,25.23
910,Retention_Free_Shipping_910,Free_Shipping,0.0,26.59,2025-05-16 00:27:30.514430,2025-05-29 00:27:30.514430,13,All_Customers,Email,Retention,Clothing,0.167,29414.25,21.7
911,Retention_Free_Shipping_911,Free_Shipping,0.0,78.48,2025-01-02 00:13:28.235103,2025-01-08 00:13:28.235103,6,Low_Value,Push,Retention,,0.167,29166.67,25.48
912,Cross_Sell_Free_Shipping_912,Free_Shipping,0.0,0.0,2025-07-27 20:11:02.048052,2025-08-05 20:11:02.048052,9,New_Customer,Website_Banner,Cross_Sell,Clothing,0.126,10662.99,16.5
913,Reactivation_BOGO_913,BOGO,0.0,0.0,2024-07-21 23:02:25.383582,2024-08-24 23:02:25.383582,34,Medium_Value,Push,Reactivation,,0.098,41122.1,22.82
914,Acquisition_Percentage_Discount_914,Percentage_Discount,16.5,0.0,2025-01-26 01:33:42.223358,2025-02-11 01:33:42.223358,16,High_Value,Push,Acquisition,Sports,0.142,30739.26,40.47
915,Upsell_BOGO_915,BOGO,0.0,0.0,2024-11-02 04:53:52.523444,2024-11-11 04:53:52.523444,9,Low_Value,Social,Upsell,,0.108,49888.54,5.75
916,Reactivation_Fixed_Amount_916,Fixed_Amount,18.43,0.0,2025-05-16 18:52:02.681098,2025-06-13 18:52:02.681098,28,Medium_Value,In_App,Reactivation,,0.15,11532.65,14.8
917,Acquisition_BOGO_917,BOGO,0.0,94.13,2024-12-12 05:10:43.422784,2025-02-01 05:10:43.422784,51,Medium_Value,SMS,Acquisition,,0.176,22204.84,28.81
918,Acquisition_BOGO_918,BOGO,0.0,82.8,2025-05-26 02:48:27.118468,2025-06-13 02:48:27.118468,18,High_Value,SMS,Acquisition,,0.108,46312.55,39.51
919,Retention_BOGO_919,BOGO,0.0,23.06,2024-09-01 09:17:16.914544,2024-09-07 09:17:16.914544,6,Lapsed,Push,Retention,,0.096,17840.35,16.53
920,Retention_Free_Shipping_920,Free_Shipping,0.0,0.0,2025-08-03 14:51:07.287971,2025-08-12 14:51:07.287971,9,Medium_Value,Email,Retention,Electronics,0.175,39961.47,21.51
921,Acquisition_BOGO_921,BOGO,0.0,,2025-04-03 09:48:06.047403,2025-04-19 09:48:06.047403,16,Low_Value,Email,Acquisition,Electronics,0.238,22792.9,38.34
922,Upsell_BOGO_922,BOGO,0.0,,2025-07-31 20:20:06.278056,2025-08-12 20:20:06.278056,12,Low_Value,SMS,Upsell,Beauty,0.167,17597.81,41.64
923,Reactivation_BOGO_923,BOGO,0.0,41.63,2025-07-20 20:11:40.937017,2025-09-06 20:11:40.937017,48,Low_Value,SMS,Reactivation,Electronics,0.078,41624.89,5.81
924,Retention_Free_Shipping_924,Free_Shipping,0.0,83.38,2025-05-10 19:38:23.534333,2025-05-24 19:38:23.534333,14,Medium_Value,In_App,Retention,Sports,0.053,32675.59,26.17
925,Acquisition_Percentage_Discount_925,Percentage_Discount,46.0,6.99,2025-07-19 23:45:07.512121,2025-08-26 23:45:07.512121,38,Low_Value,Social,Acquisition,,0.109,38843.74,30.86
926,Acquisition_Free_Shipping_926,Free_Shipping,0.0,49.02,2025-05-31 17:24:05.130963,2025-07-04 17:24:05.130963,34,Low_Value,Push,Acquisition,,0.077,39077.59,32.96
927,Upsell_Fixed_Amount_927,Fixed_Amount,84.34,27.64,2025-04-30 19:04:54.278049,2025-05-05 19:04:54.278049,5,All_Customers,SMS,Upsell,,0.127,37868.77,39.86
928,Cross_Sell_BOGO_928,BOGO,0.0,0.0,2024-11-20 17:59:21.474826,2024-11-30 17:59:21.474826,10,Low_Value,Social,Cross_Sell,,0.187,23879.45,14.57
929,Cross_Sell_Free_Shipping_929,Free_Shipping,-5.0,66.24,2024-07-09 22:08:43.847205,2024-07-27 22:08:43.847205,18,New_Customer,Social,Cross_Sell,,0.2,21682.74,22.43
930,Cross_Sell_BOGO_930,BOGO,0.0,0.0,2025-06-06 13:20:18.006555,2025-06-22 13:20:18.006555,16,New_Customer,In_App,Cross_Sell,Books,0.135,45628.77,18.92
931,Retention_Free_Shipping_931,Free_Shipping,0.0,88.41,2025-09-26 22:07:06.932457,2025-10-01 22:07:06.932457,5,High_Value,Push,Retention,Electronics,0.131,39954.97,18.47
932,Cross_Sell_Percentage_Discount_932,Percentage_Discount,21.8,93.15,2025-04-08 04:17:56.421797,2025-04-12 04:17:56.421797,4,All_Customers,In_App,Cross_Sell,Home,0.064,4295.85,26.75
933,Cross_Sell_Percentage_Discount_933,Percentage_Discount,10.0,0.0,2025-06-18 15:34:07.764368,2025-06-24 15:34:07.764368,6,New_Customer,Email,Cross_Sell,Beauty,0.066,9284.81,26.41
934,Retention_Free_Shipping_934,Free_Shipping,0.0,,2025-07-25 12:53:34.913018,2025-08-08 12:53:34.913018,14,Lapsed,Email,Retention,,0.146,43271.62,30.7
935,Reactivation_BOGO_935,BOGO,0.0,0.0,2025-02-17 02:47:18.069689,2025-04-05 02:47:18.069689,47,New_Customer,Social,Reactivation,Beauty,0.097,20536.14,28.22
936,Reactivation_Fixed_Amount_936,Fixed_Amount,72.46,29.98,2024-08-29 18:07:57.299021,2024-10-04 18:07:57.299021,36,Lapsed,Push,Reactivation,Books,0.115,40824.5,48.49
937,Reactivation_BOGO_937,BOGO,0.0,,2024-09-21 20:37:23.636557,2024-10-30 20:37:23.636557,39,Lapsed,SMS,Reactivation,Beauty,0.245,11445.67,46.06
938,Cross_Sell_BOGO_938,BOGO,0.0,67.72,2025-01-06 09:08:48.007906,2025-01-22 09:08:48.007906,16,New_Customer,Email,Cross_Sell,,0.07,44606.44,38.58
939,Upsell_BOGO_939,BOGO,0.0,81.56,2025-07-30 13:31:31.569886,2025-08-07 13:31:31.569886,8,All_Customers,Email,Upsell,,0.085,11632.57,46.41
940,Retention_Fixed_Amount_940,Fixed_Amount,76.73,33.94,2025-09-08 03:12:41.512372,2025-09-15 03:12:41.512372,7,High_Value,SMS,Retention,Beauty,0.095,34050.83,46.7
941,Upsell_Free_Shipping_941,Free_Shipping,0.0,87.38,2025-08-12 16:44:02.445118,2025-08-25 16:44:02.445118,13,New_Customer,Social,Upsell,,0.246,11533.93,47.47
942,Retention_Fixed_Amount_942,Fixed_Amount,99.26,8.91,2025-01-31 00:38:08.794490,2025-02-08 00:38:08.794490,8,New_Customer,Push,Retention,Sports,0.237,16588.66,40.48
943,Reactivation_Free_Shipping_943,Free_Shipping,0.0,0.0,2024-08-08 05:27:09.995589,2024-09-05 05:27:09.995589,28,Lapsed,Push,Reactivation,Home,0.196,43496.07,25.15
944,Retention_Percentage_Discount_944,Percentage_Discount,5.9,41.68,2024-07-30 13:57:33.426864,2024-08-14 13:57:33.426864,15,All_Customers,Social,Retention,,0.077,28605.03,24.79
945,Upsell_Free_Shipping_945,Free_Shipping,0.0,,2025-01-18 00:59:17.798921,2025-01-31 00:59:17.798921,13,New_Customer,Social,Upsell,Books,0.198,36111.56,6.66
946,Reactivation_BOGO_946,BOGO,0.0,0.0,2024-07-18 20:21:52.345576,2024-09-06 20:21:52.345576,50,Medium_Value,Website_Banner,Reactivation,Home,0.078,47380.13,8.42
947,Cross_Sell_Percentage_Discount_947,Percentage_Discount,39.9,0.0,2024-07-17 03:50:04.484344,2024-07-31 03:50:04.484344,14,Medium_Value,Email,Cross_Sell,,0.084,42076.08,48.83
948,Acquisition_Fixed_Amount_948,Fixed_Amount,18.46,0.0,2025-05-17 05:05:14.660921,2025-06-18 05:05:14.660921,32,Medium_Value,Website_Banner,Acquisition,,0.134,32030.75,7.11
